url,title,partner,enroll,rating,level,duration,skills,reviews
https://www.coursera.org/learn/packt-nginx-http-server,NGINX HTTP Server,Packt,,,Beginner level,2 weeks to complete,"Microservices, Linux Servers, CI/CD, Performance Tuning, Proxy Servers, Apache, Server Administration, Scalability, Load Balancing",
https://www.coursera.org/learn/tecnologa-e-ia-en-seguros-oportunidades-y-desafos,Tecnología e IA en seguros: Oportunidades y desafíos,Universidades Anáhuac,,,Beginner level,2 weeks to complete,"Innovation, Insurance, Self Service Technologies, Data Ethics, Business Transformation, Customer Service, AI Enablement, Change Management, Operational Efficiency, AI Security, Strategic Leadership, Customer experience improvement, Technology Strategies, AI Personalization, Automation, Leadership, Digital Transformation",
https://www.coursera.org/learn/technical-support-fundamentals,Technical Support Fundamentals,Google,"2,263,637",4.8,Beginner level,2 weeks at 10 hours a week,"Technical Support, Technical Documentation, Computer Networking, Hardware Troubleshooting, Computer Literacy, Software Installation, Technical Communication, Customer Support, Computer Hardware","163,732"
https://www.coursera.org/learn/build-and-manage-insurance-claims-with-mariadb,Build and Manage Insurance Claims with MariaDB,EDUCBA,,,Beginner level,,"Database Design, Databases, Data Validation, SQL, Health Information Management, Back-End Web Development, Database Management",
https://www.coursera.org/learn/competencias-digitales-ofimatica-powerpoint,Competencias digitales de ofimática: Microsoft PowerPoint,Universitat Autònoma de Barcelona,"5,246",4.7,Beginner level,,"Multimedia, Information Technology, Computer Literacy, Editing, Presentations",95
https://www.coursera.org/specializations/unleashing-the-power-of-networks-and-the-cloud,Unleashing the Power of Networks and the Cloud Specialization,Illinois Tech,,4.7,Intermediate level,8 months to complete,"Cloud Computing, Cloud Computing Architecture, Cloud Infrastructure, Cloud Management, Cloud-Native Computing, Cloud Platforms, Cloud Security, Containerization, Infrastructure as Code (IaC), Network Administration, Network Security, Network Troubleshooting, Serverless Computing, Software-Defined Networking, Virtualization",37
https://www.coursera.org/specializations/cybersecurity-risk-management-framework,Cybersecurity Risk Management Framework Specialization,Infosec,"7,570",4.4,Beginner level,4 weeks to complete,"Authorization (Computing), Continuous Monitoring, Cyber Governance, Cyber Risk, Cyber Security Assessment, Cyber Security Policies, Cyber Security Strategy, Cybersecurity, Federal Information Security Management Act, Information Assurance, Infrastructure Security, NIST 800-53, Risk Management, Risk Management Framework, Security Controls, Security Management, Security Requirements Analysis, Information Systems Security, Systems Development Life Cycle, Vulnerability Assessments",221
https://www.coursera.org/learn/design-flawless-ab-tests-uncover-insights,Design Flawless A/B Tests: Uncover Insights,Coursera,,,Intermediate level,,"Unsupervised Learning, Applied Machine Learning, Transfer Learning, Supervised Learning, Model Evaluation, Machine Learning Methods, Embeddings",
https://www.coursera.org/specializations/design-implement-devops-automation-cicd-pipelines,Design and Implement DevOps Automation CI/CD Pipelines Specialization,EDUCBA,,,Beginner level,4 weeks to complete,"API Design, Application Deployment, Back-End Web Development, CI/CD, Cloud Deployment, Cloud Solutions, Configuration Management, Containerization, Continuous Integration, DevOps, Devops Tools, Network Troubleshooting, Server Side, Software Development",
https://www.coursera.org/learn/linux-server-management-security,Linux Server Management and Security,University of Colorado System,"40,475",4.6,Intermediate level,1 week at 10 hours a week,"Hardening, Authorization (Computing), Operating System Administration, Linux Administration, Security Controls, User Accounts, System Configuration, Authentications, Linux Servers, Linux Commands, Systems Administration, User Provisioning, Computer Security, Network Administration",920
https://www.coursera.org/specializations/rpa-uipath-automation-real-world-projects-specialization,Design & Implement RPA Solutions with UiPath Specialization,EDUCBA,,,Beginner level,4 weeks to complete,"Automation, Brand Awareness, Business Process Automation, Data Architecture, Data Management, Email Automation, Human Resources Software, Market Analysis, Marketing Automation, Process Design, Robotic Process Automation, Scenario Testing, Social Media, Social Media Management, Software Architecture, Solution Design, Transaction Processing, Workflow Management",
https://www.coursera.org/learn/apply-sql-server-to-build-a-movie-booking-system,Apply SQL Server to Build a Movie Booking System,EDUCBA,,,Beginner level,,"Database Development, Transaction Processing, System Implementation, SQL, Database Design, System Configuration, User Interface (UI), Stored Procedure, Databases",
https://www.coursera.org/learn/enterprise-system-management-security,Enterprise System Management and Security,University of Colorado System,"32,355",4.7,Beginner level,1 week at 10 hours a week,"Risk Management Framework, Virtualization, Computer Security, Enterprise Security, Information Systems Security, General Networking, Cybersecurity, Enterprise Architecture, Systems Administration, Computer Networking, Information Technology",638
https://www.coursera.org/learn/securing-cloud-operations,Securing Cloud Operations,Starweaver,,,Intermediate level,1 week to complete,"Cloud Computing, Network Security, Public Cloud, Security Controls, Cloud Security, Cloud Services, Cloud Technologies, Cloud Computing Architecture, Identity and Access Management, Incident Response, Cloud Infrastructure, ISO/IEC 27001, NIST 800-53, Hardening",
https://www.coursera.org/learn/splunk-universal-forwarder-configuration-and-management,Splunk Universal Forwarder Configuration and Management,EDUCBA,,,Beginner level,2 weeks to complete,"System Implementation, Secure Coding, Data Pipelines, Scripting, System Configuration, Network Monitoring, Network Troubleshooting, Data Integration, Configuration Management, System Monitoring, Load Balancing, Software Installation",
https://www.coursera.org/learn/packt-certified-information-security-manager-cism-ipas0,Certified Information Security Manager (CISM),Packt,"3,156",4.5,Intermediate level,2 weeks to complete,"Security Strategy, Risk Management Framework, Security Awareness, Cyber Risk, Vulnerability Assessments, Disaster Recovery, Cyber Governance, Security Management, Threat Management, IT Management, Security Controls",25
https://www.coursera.org/learn/analyze-and-guide-capital-investments,Analyze and Guide Capital Investments,Coursera,,,Intermediate level,,"Communication, Return On Investment, Financial Acumen, Risk Analysis, Data Analysis, Financial Analysis, Forecasting, Financial Modeling, Capital Budgeting, Investment Management, Analytical Skills",
https://www.coursera.org/learn/master-redis-fundamentals-for-high-performance-data-storage,Master Redis Fundamentals for High-Performance Data Storage,EDUCBA,,,Beginner level,,"Performance Tuning, Key Management, Data Storage, Data Structures, Data Manipulation",
https://www.coursera.org/professional-certificates/ibm-systems-analyst,IBM Systems Analyst Professional Certificate,IBM,"6,110",4.7,Beginner level,4 months to complete,"Agile Methodology, Business Analysis, Business Process Improvement, Business Process Modeling, Business Requirements, Communication Planning, Data Storytelling, Database Management, Feasibility Studies, Information Technology, Process Analysis, Process Design, Process Mapping, Process Optimization, Requirements Management, Stakeholder Analysis, Stakeholder Management, Systems Analysis, Systems Design, Test Planning","4,804"
https://www.coursera.org/learn/packt-learn-splunk-in-2025-the-essential-training-guide-v2-fc9v8,Learn Splunk in 2025 - The Essential Training Guide (V2),Packt,,,Intermediate level,1 week to complete,"Network Monitoring, Software Installation, Data Transformation",
https://www.coursera.org/learn/prompt-engineering-generative-ai--llm-models-fundamentals,Prompt Engineering Generative AI & LLM Models Fundamentals,Whizlabs,,,Intermediate level,,,
https://www.coursera.org/learn/competencias-digitales-ofimatica,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,"285,081",4.8,Beginner level,2 weeks at 10 hours a week,"Information Technology, Data Entry, Document Management, digital literacy, Computer Literacy, Spreadsheet Software","6,610"
https://www.coursera.org/professional-certificates/suporte-em-ti-do-google,Google IT Support Professional Certificate,Google,"2,051,552",4.8,Beginner level,3 months at 10 hours a week,"Computer Hardware, Computer Networking, File Systems, Interviewing Skills, IT Automation, IT Infrastructure, IT Security Architecture, Network Security, Network Troubleshooting, Operating System Administration, Package and Software Management, Systems Administration, TCP/IP, Technical Support, Version Control","212,444"
https://www.coursera.org/learn/deep-learning-fundamentals,Fundamentals of Deep Learning,Whizlabs,,,Intermediate level,,"Convolutional Neural Networks, Model Evaluation, Artificial Neural Networks, Machine Learning Methods, Transfer Learning, Computer Vision, Image Analysis, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML)",
