url,title,partner,enroll,rating,level,duration,skills,reviews,category
https://www.coursera.org/learn/ai-machine-learning-apply-build-solve,"AI & Machine Learning: Apply, Build & Solve",EDUCBA,,5.0,,2 weeks to complete,"Machine Learning, Artificial Neural Networks, Unsupervised Learning, Algorithms, Probability & Statistics, Computational Logic, Bayesian Network, Applied Machine Learning, Markov Model, Decision Making, Artificial Intelligence, Reinforcement Learning, Bayesian Statistics",10,Data Science
https://www.coursera.org/learn/automated-report-generation-with-generative-ai,Automated Report Generation with Generative AI,Coursera,"2,727",4.1,Beginner level,,"Data Collection, Business Reporting, Organizational Skills, Report Writing, Digital Transformation, Business Transformation, Operational Efficiency, AI Enablement, Automation, Data Analysis, Artificial Intelligence, Business Process Automation",45,Data Science
https://www.coursera.org/learn/ai-agents-javascript-typescript,AI Agents in Typescript/Javascript with Generative AI,Vanderbilt University,,,Beginner level,,"Generative AI Agents, Artificial Intelligence, Large Language Modeling, Programming Principles, LLM Application, Development Environment, Program Development, Agentic systems, Maintainability, Javascript, Debugging, File Systems",,Data Science
https://www.coursera.org/learn/analyze-war-data-with-tableau-dashboards-and-stories,Analyze War Data with Tableau Dashboards and Stories,EDUCBA,,,Beginner level,,"Data Preprocessing, Exploratory Data Analysis, Interactive Data Visualization, Data Analysis, Analytics, Data Storytelling, Data Presentation, Data Visualization Software, Data Transformation, Analytical Skills, Tableau Software",,Data Science
https://www.coursera.org/learn/statistics-fundamentals-using-excel,Statistical Analysis Fundamentals using Excel,IBM,"13,931",4.6,Intermediate level,1 week at 10 hours a week,"Predictive Analytics, Business Analytics, Statistical Analysis, Data Analysis, Regression Analysis, Spreadsheet Software, Descriptive Statistics, Statistical Methods, Data Visualization, Statistics, Probability, Forecasting",140,Data Science
https://www.coursera.org/learn/automated-machine-learning-automl,Getting Started with Automated Machine Learning (AutoML),Edureka,,,Beginner level,1 week to complete,"Data-Driven Decision-Making, Applied Machine Learning, MLOps (Machine Learning Operations), Model Evaluation, Automation, Performance Tuning, Machine Learning Methods, Machine Learning, Data Preprocessing, Performance Metric, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Artificial Intelligence, Machine Learning Algorithms, Scalability",,Data Science
https://www.coursera.org/learn/successful-ai-strategies-ceos-perspective,Successful AI Strategies: A CEO's Perspective,Fractal Analytics,"1,555",4.6,Intermediate level,,"Organizational Effectiveness, Deep Learning, Design Thinking, Strategic Leadership, Business Strategy, Artificial Intelligence, AI Enablement, Ethical Standards And Conduct, Human Centered Design, Governance, Organizational Development, Business Transformation, Responsible AI, Strategic Decision-Making, Data Strategy, Data Quality, Business Leadership, User Centered Design",19,Data Science
https://www.coursera.org/specializations/artificial-intelligence-with-python-foundations-to-projects,Artificial Intelligence with Python: Foundations to Projects Specialization,EDUCBA,,4.7,Beginner level,4 weeks to complete,"Applied Machine Learning, Data Analysis, Data Preprocessing, Data Science, Data Visualization Software, Deep Learning, Dimensionality Reduction, Machine Learning, Matplotlib, Model Evaluation, Predictive Analytics, Predictive Modeling, Scatter Plots, Supervised Learning, Unsupervised Learning",32,Data Science
https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,Tableau Business Intelligence Analyst  Professional Certificate,Tableau Learning Partner,"65,004",4.7,Beginner level,8 months to complete,"Business Analysis, Business Metrics, Data Analysis, Data Ethics, Data Governance, Data Literacy, Data Management, Data Preprocessing, Data Presentation, Data Storytelling, Data Visualization Software, Data Warehousing, Exploratory Data Analysis, Extract, Transform, Load, Interactive Data Visualization, Requirements Elicitation, Spatial Data Analysis, Tableau Software, Data Visualization","1,154",Data Science
https://www.coursera.org/specializations/practical-data-science-for-data-analysts,Practical Data Science for Data Analysts Specialization,Corporate Finance Institute,"2,284",4.8,Advanced level,12 weeks to complete,"Business Analytics, Data Analysis, Data Cleansing, Data Import/Export, Data Preprocessing, Data Science, Exploratory Data Analysis, Feature Engineering, Financial Analysis, Financial Data, Machine Learning Algorithms, Matplotlib, Model Evaluation, Predictive Analytics, Regression Analysis, Statistical Analysis, Statistical Modeling, Statistical Visualization",30,Data Science
https://www.coursera.org/learn/probability-theory-foundation-for-data-science,Probability Foundations for Data Science and AI,University of Colorado Boulder,"38,164",4.5,Intermediate level,4 weeks at 10 hours a week,"Bayesian Statistics, Statistical Analysis, Probability & Statistics, Data Collection, Probability Distribution, Descriptive Statistics, Data Analysis, Artificial Intelligence, Probability",284,Data Science
https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,Regression Analysis: Simplify Complex Data Relationships,Google,"70,339",4.7,Advanced level,3 weeks at 10 hours a week,"Statistical Analysis, Correlation Analysis, Supervised Learning, Analysis, Analytics, Machine Learning, Statistical Hypothesis Testing, Model Evaluation, Logistic Regression, Predictive Modeling, Variance Analysis, Regression Analysis, Statistical Modeling",589,Data Science
https://www.coursera.org/learn/deep-neural-networks-with-pytorch,Introduction to Neural Networks and PyTorch,IBM,"97,576",4.4,Intermediate level,2 weeks at 10 hours a week,"Logistic Regression, Probability & Statistics, Data Preprocessing, Statistical Methods, Model Evaluation, Artificial Neural Networks, Regression Analysis","1,897",Data Science
https://www.coursera.org/learn/apply-business-data-analytics-smarter-decisions,Apply Business & Data Analytics for Smarter Decisions,EDUCBA,,,Beginner level,,Analytical Skills,,Data Science
https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services,"134,917",4.6,,,"AI Enablement, Deep Learning, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Digital Transformation, Artificial Intelligence, Machine Learning","2,879",Data Science
https://www.coursera.org/learn/packt-applied-machine-learning-and-model-optimization-bdmof,Applied Machine Learning and Model Optimization,Packt,,,Advanced level,2 weeks to complete,"Predictive Modeling, Data Preprocessing, Applied Machine Learning, Supervised Learning, Machine Learning Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Dimensionality Reduction, Unsupervised Learning, Performance Tuning, Model Evaluation, Feature Engineering",,Data Science
https://www.coursera.org/learn/packt-intermediate-data-manipulation-and-machine-learning-7yhek,Intermediate Data Manipulation and Machine Learning,Packt,,,Intermediate level,1 week to complete,"Artificial Intelligence, Model Evaluation, Supervised Learning, Unsupervised Learning, Feature Engineering, Statistical Analysis, Data Manipulation, Applied Machine Learning, Reinforcement Learning, Dimensionality Reduction, Logistic Regression, Random Forest Algorithm",,Data Science
https://www.coursera.org/learn/applied-natural-language-processing-in-engineering-part-1,Applied Natural Language Processing in Engineering Part 1,Northeastern University ,,,,3 weeks to complete,"Recurrent Neural Networks (RNNs), Model Evaluation, Machine Learning, Dimensionality Reduction, Artificial Neural Networks, Text Mining, Artificial Intelligence, Unsupervised Learning, Deep Learning, Natural Language Processing, Embeddings",,Data Science
https://www.coursera.org/learn/microsoft-fabric-analytics-engineer-dp-600-exam-prep,Microsoft Fabric Analytics Engineer: DP-600 Exam Prep,Edureka,,,Intermediate level,2 weeks to complete,"Dataflow, Data Analysis Expressions (DAX), Azure Synapse Analytics, Data Warehousing, Application Deployment, Data Science, Data Pipelines, Security Engineering, Workflow Management, Real Time Data, Artificial Intelligence and Machine Learning (AI/ML), Warehouse Management, Data Management, Business Analytics, Data Governance, SQL",,Data Science
https://www.coursera.org/learn/machine-learning-introduction-for-everyone,Machine Learning Introduction for Everyone,IBM,"30,683",4.6,Beginner level,,"Unsupervised Learning, Machine Learning, Reinforcement Learning, Model Evaluation, Applied Machine Learning, Artificial Intelligence, Supervised Learning, Predictive Modeling, Data Science, Regression Analysis, Deep Learning",307,Data Science
