url,title,partner,enroll,rating,level,duration,skills,reviews
https://www.coursera.org/learn/introduccion-a-la-inteligencia-emocional,Introducción a la inteligencia emocional,UBITS,"48,175",4.7,Beginner level,1 week at 10 hours a week,"Decision Making, Empathy & Emotional Intelligence, Adaptability, Emotional Intelligence, Persistence, Personal Development, Self-Motivation, Cultural Diversity, Self-Awareness, Interpersonal Communications, Communication, Resilience","1,001"
https://www.coursera.org/learn/xinxi-shehui,信息社会的机遇和挑战,University of Science and Technology of China,"2,383",4.5,,1 week to complete,"digital literacy, Technology Solutions, Adaptability, Open Mindset, Learning Strategies, Willingness To Learn, Social Impact, Emerging Technologies, Trend Analysis, Digital Transformation, Innovation, Personal Development, Social Studies, Lifelong Learning",60
https://www.coursera.org/learn/metacognition,Practical Metacognition for Learning,Rice University,,,Beginner level,2 weeks to complete,"Resourcefulness, Cognitive flexibility, Adaptability",
https://www.coursera.org/learn/speaking-and-presenting-pitches-persuasion,Speaking and Presenting: Pitches and Persuasion,University of Michigan,"11,502",4.6,Beginner level,,"Public Speaking, Cultural Diversity, Creativity, Optimism, Problem Solving, Storytelling, Ingenuity, Cognitive flexibility, Non-Verbal Communication, Resilience, Persuasive Communication, Rapport Building, Communication, Research, Verbal Communication Skills",94
https://www.coursera.org/learn/transferable-skills,Identifying Transferable Skills,University of Minnesota,,,Beginner level,,"Project Management, Intercultural Competence, Goal Setting, Collaboration, Personal Development, Leadership, Self-Awareness, Emotional Intelligence, Professional Development, Cultural Diversity, Communication Strategies, Adaptability",
https://www.coursera.org/learn/managing-data-in-ms-excel,إدارة البيانات في مايكرسوفت إكسل | Managing Data in MS Excel,Alfaisal University | KLD,"1,702",4.6,Beginner level,,"Data Import/Export, Data Cleansing, Data Quality, Data Entry, Data Validation, Data Integrity, Data Management",24
https://www.coursera.org/learn/how-to-write-a-resume,How to Write a Resume (Project-Centered Course),The State University of New York,"233,804",4.5,Take your resume to the next level with Canva,It was a very good course and helped me to update my resume to something fresh that got a callback after months of sending out resumes with no callbacks.  Thank you very much!,"Detail Oriented, Personal Development, Organizational Skills, Keyword Research, Adaptability, Concision, Peer Review, Business Writing","3,894"
https://www.coursera.org/learn/identity-motivation-selfhood,Exploring the Origins of Selfhood,University of Colorado System,"1,791",,Beginner level,2 weeks to complete,"Sociology, Intercultural Competence, World History, Diversity Awareness, Cultural Diversity, Psychology, digital literacy, Culture, Ethical Standards And Conduct, Social Impact, Human Development, Social Sciences",
https://www.coursera.org/learn/pathways-to-civic-engagement-mooc,Pathways to Civic Engagement,University of North Texas,,,,1 week to complete,"Mental Health Diseases and Disorders, Diversity Awareness, Social Impact, Empathy, Community Outreach, Community Development, Student Engagement, Community Organizing, Social Justice, Social and Human Services, Immigration Law, Disabilities, Cultural Diversity, Collaboration, Social Work, Communication, Social Skills, Community and Social Work",
https://www.coursera.org/learn/creatividad,Ser más creativos,Universidad Nacional Autónoma de México,"198,153",4.7,,,"Curiosity, Brainstorming, Creative Thinking, Dealing With Ambiguity, Problem Solving, Design Thinking, Creative Problem-Solving, Cognitive flexibility, Creativity, Innovation, Persona (User Experience)","3,312"
https://www.coursera.org/learn/speaking-presenting-conversation-starters,Speaking and Presenting: Conversation Starters,University of Michigan,"27,629",4.6,Beginner level,1 week at 10 hours a week,"Presentations, Interpersonal Communications, Public Speaking, Driving engagement, Storytelling, Creativity, Active Listening, Ingenuity, Adaptability, Cognitive flexibility, Communication, Verbal Communication Skills, Persuasive Communication",99
https://www.coursera.org/learn/comunicacion-para-equipos-multigeneracionales,Comunicación para equipos multigeneracionales,UBITS,,4.5,Advanced level,,"Diversity Awareness, Workplace inclusivity, Team Management, Communication Strategies, Collaboration, Communication, Interpersonal Communications, Productivity, Empathy, Leadership",11
https://www.coursera.org/learn/womens-leadership-boost-you-skills-and-drive-change,Women's Leadership: Boost your skills and drive change,Banco Interamericano de Desarrollo,,,Beginner level,2 weeks to complete,"Communication, Leadership and Management, Resilience, Leadership, Decision Making, Personal Development, Empathy, Mentorship, Branding, Public Speaking, Professional Development, Self-Awareness, Emotional Intelligence, Social Media",
https://www.coursera.org/learn/design-thinking-resolucion-problemas,Parte 1: Design Thinking para la resolución de problemas,IESE Business School,,,Beginner level,,"Human Centered Design, Needs Assessment, Problem Solving, Creative Problem-Solving, Ideation, Technical Communication, Design Thinking, Customer Analysis, Innovation, Brainstorming",
https://www.coursera.org/learn/personality-development-analyze-apply-transform,"Personality Development: Analyze, Apply & Transform",EDUCBA,,4.7,,,"Applied Behavior Analysis, Case Studies, Resilience, Goal Setting, Emotional Intelligence, Psychology, Persistence, Growth Mindedness, Overcoming Obstacles, Self-Awareness, Personal Attributes, Tenacity, Psychological Evaluations, Empathy & Emotional Intelligence, Personal Development, Cognitive flexibility",13
https://www.coursera.org/learn/pensamiento-sistemico,Pensamiento sistémico,Universidad Nacional Autónoma de México,"94,598",4.7,,,"Systems Analysis, Control Systems, Network Model, Critical Thinking and Problem Solving, Case Studies, Systems Thinking, Cognitive flexibility, Social Studies","1,389"
https://www.coursera.org/learn/uncover-ai-impact-on-consumer-psychology,Uncover AI's Impact on Consumer Psychology,Coursera,,,Beginner level,,"Design Research, Discussion Facilitation, Usability Testing, AI Personalization, Psychology, AI Security, Human Factors, Information Privacy, Record Keeping, Usability, Case Studies, Qualitative Research, User Research, Data Capture, Trustworthiness, Customer Insights, Consumer Behaviour",
https://www.coursera.org/learn/tech-support-career-guide-and-interview-preparation,Tech Support Career Guide and Interview Preparation,IBM,"7,002",4.9,,,"Professionalism, Technical Support, Communication, Technical Communication, System Support, Help Desk Support, Technical Support and Services, Desktop Support, Verbal Communication Skills, Interviewing Skills, Professional Networking, Professional Development, Problem Solving",141
https://www.coursera.org/learn/mulheres-lderes-potencialize-habilidades-para-a-mudanca,Mulheres líderes: potencialize habilidades para a mudança,Banco Interamericano de Desarrollo,,,Beginner level,2 weeks to complete,"Communication, Professional Development, Mentorship, Social Media, Leadership, Empowerment, Presentations, Resilience, Emotional Intelligence, Self-Awareness, Governance, Leadership and Management, Assertiveness, Branding, Professional Networking",
https://www.coursera.org/learn/designing-building-antiracist-spaces,Designing and Building Institutional Anti-Racist Spaces,Wesleyan University,"2,964",4.7,Beginner level,2 weeks to complete,"Storytelling, Social Justice, Workplace inclusivity, Diversity Equity and Inclusion Initiatives, Community Organizing, Policy Analysis, Systems Thinking, Cultural Diversity",10
https://www.coursera.org/learn/fluencia-digital,Fluência Digital,Serviço Nacional de Aprendizagem Industrial - Departamento Nacional,,,Beginner level,3 months to complete,"Events and Conferences, Digital Communications, Data Security, Technology Solutions, Videography, Telecommuting, Computer Literacy, Data Sharing, digital literacy, Digital Transformation, Virtual Teams, Collaboration",
https://www.coursera.org/learn/tinkering-circuits,Tinkering Fundamentals: Circuits,Exploratorium,"10,992",4.7,Beginner level,,"Basic Electrical Systems, Computational Thinking, Driving engagement, Developing Training Materials, Construction, Electronics, Design Thinking, Education Software and Technology, Creative Design, Design, Experimentation, Creativity",48
https://www.coursera.org/learn/liderazgo-mujer-directiva,Parte 1: Construyendo tu liderazgo,IESE Business School,,,Beginner level,,"Overcoming Obstacles, Executive Presence, Diversity Awareness, Cultural Diversity, Strategic Leadership, Leadership, Diversity and Inclusion, Leadership Development, Personal Development, Leadership and Management, Influencing, Workplace inclusivity, Self-Awareness, Business Leadership, Decision Making, Professional Development, Organizational Leadership",
https://www.coursera.org/learn/better-learning,Better Learning,American Psychological Association,"2,385",4.9,Beginner level,2 weeks to complete,"Time Management, Productivity, Critical Thinking, Self-Discipline, Learning Strategies, Self-Awareness, Mental Concentration, Human Learning, Psychology",17
https://www.coursera.org/learn/advanced-goal-setting,SMART Goals And Beyond: Goal Setting Using Latest Research,Alex Genadinik,,,,,"Coaching, Smart Goals, Productivity, Planning, Personal Development, Professional Development, Psychology, Goal Setting, Decision Making, Self-Motivation, Adaptability, Scientific Methods, Empowerment, Time Management, Enthusiasm, Prioritization",
