url,title,partner,enroll,rating,level,duration,skills,reviews
https://www.coursera.org/learn/ielts-listening-speaking,IELTS Listening and Speaking Sections Skills Mastery,"University of California, Irvine","71,205",4.6,Beginner level,,"Public Speaking, Language Competency, Oral Comprehension, Grammar, Time Management, Learning Strategies, English Language, Verbal Communication Skills, Active Listening, Composure, Detail Oriented, Vocabulary, Adaptability",633
https://www.coursera.org/learn/teaching-english,English for Teaching Purposes,Universitat Autònoma de Barcelona,"117,263",4.7,,2 weeks to complete,"Higher Education, Lecturing, Train The Trainer, Vocabulary, Verbal Communication Skills, Language Learning, Professional Development, Collaboration, Grammar, English Language",632
https://www.coursera.org/learn/enpublicspeaking,Training and Practicing in English Public Speaking,Shanghai Jiao Tong University,"116,281",4.6,Beginner level,1 week at 10 hours a week,"English Language, Self-Awareness, Critical Thinking, Verbal Communication Skills, Public Speaking, Stress Management, Active Listening, Communication, Creative Thinking, Adaptability",300
https://www.coursera.org/learn/english-pre-beginner,English Pre-Beginner,Università di Napoli Federico II,,,Beginner level,1 week to complete,"Grammar, Language Learning, Oral Comprehension, English Language, Language Competency, Vocabulary",
https://www.coursera.org/learn/study-skills-for-university-success,Study Skills for University Success,"University of California, Irvine","12,607",4.7,Beginner level,,"Learning Strategies, Personal Integrity, Student Engagement, Higher Education, Active Listening, Communication, Blended Learning, Time Management, Interpersonal Communications, Learning Styles, Literacy, Organizational Skills",143
https://www.coursera.org/learn/akademiskt-skrivande,Akademiskt skrivande,Lund University,"8,250",4.5,Beginner level,2 weeks to complete,"Peer Review, Analytical Skills, Honesty, Editing, Literacy, Constructive Feedback, Critical Thinking, Planning, Writing, Proofreading",20
https://www.coursera.org/learn/grammar-punctuation,Grammar and Punctuation,"University of California, Irvine","789,859",4.7,,2 weeks to complete,"Writing, English Language, Grammar, Proofreading, Editing, Peer Review","19,602"
https://www.coursera.org/specializations/american-english-pronunciation,The Pronunciation of American English Specialization,"University of California, Irvine","70,700",4.8,Beginner level,2 months to complete,"English Language, Grammar, Language Competency, Language Learning, Oral Comprehension, Vocabulary","1,272"
https://www.coursera.org/specializations/english-a1-a2-beginner,English Language Skills A1-A2 CEFR: Beginner Specialization,Voxy,"6,766",4.4,Beginner level,2 months to complete,"Active Listening, Communication, English Language, Grammar, Interpersonal Communications, Language Learning, Oral Comprehension, Patient Communication, Personal Development, Professional Development, Relationship Building, Self-Awareness, Social Skills, Verbal Communication Skills, Vocabulary",69
https://www.coursera.org/learn/business-english-skills-how-to-navigate-tone-formality-directness-in-emails,"Lesson | Business English Skills: How to Navigate Tone, Formality, and Directness in Emails",University of Washington,"62,998",4.5,Intermediate level,But course is unfinished.  Nothing happens after week 1.,"English Language, Writing, Language Competency, Business Communication, Business Writing, Communication, Business Correspondence",244
https://www.coursera.org/learn/business-english-meetings,Business English: Meetings,University of Washington,"112,038",4.8,Intermediate level,3 weeks at 10 hours a week,"Oral Expression, Business Correspondence, Business Reporting, Proposal Writing, Business Writing, Setting Appointments, Verbal Communication Skills, Management Reporting, Oral Comprehension, Office Procedures, Telephone Skills, Taking Meeting Minutes, Vocabulary, Scheduling, Meeting Facilitation, English Language, Business Communication, Writing","1,112"
https://www.coursera.org/learn/hsk-2,Chinese for HSK 2,Peking University,"42,744",4.6,Beginner level,2 weeks at 10 hours a week,"Grammar, Vocabulary, Language Learning, Oral Comprehension, Language Competency",934
https://www.coursera.org/specializations/essential-english-business-professionals,Essential English for Business Professionals Specialization,"University of California, Irvine","6,260",4.7,Intermediate level,4 weeks to complete,"Business, Business Communication, Business Leadership, Communication, Crisis Management, English Language, Entrepreneurship, Human Resources, Interpersonal Communications, Leadership and Management, Marketing, Non-Verbal Communication, Organizational Structure, Presentations, Project Management, Sales, Telecommuting, Verbal Communication Skills, Vocabulary",213
https://www.coursera.org/learn/business-case-analysis,Business Case Analysis,The Hong Kong University of Science and Technology,"9,019",4.5,,2 weeks to complete,"Communication, Public Speaking, Analysis, Target Audience, Data Visualization, Business Communication, Business Writing, Case Studies, Oral Expression, Presentations, Report Writing, English Language, Business Analysis",52
https://www.coursera.org/learn/spanish-for-the-workplace-from-basics-to-business,Spanish for the Workplace: From basics to business,Universidades Anáhuac,,,Intermediate level,2 weeks to complete,"Office Procedures, Interviewing Skills",
https://www.coursera.org/learn/ingles-empresarial-marketing-ventas,Inglés Empresarial: el márketing y ventas,Arizona State University,"29,105",4.8,Intermediate level,3 weeks at 10 hours a week,"Sales Presentations, Marketing Communications, Brainstorming, Graphic Design, Marketing, Verbal Communication Skills, English Language, Professional Networking, Persuasive Communication, Marketing Materials, Communication Strategies, Business Correspondence, Business Communication, Business Marketing, Public Speaking, Advertising, Business Writing, Advertising Sales, Presentations, Communication",325
https://www.coursera.org/learn/japanese-language-1,Let’s Read! Learning Japanese through Science & Technology-1,The University of Tokyo,"31,264",4.8,Intermediate level,1 week to complete,"Grammar, Biochemistry, Augmented Reality, Water Resources, Language Learning, Vocabulary, Water Quality, Oral Comprehension, Robotics, Literacy, Traffic Flow Optimization",109
https://www.coursera.org/learn/hsk-1,Chinese for HSK 1,Peking University,"147,362",4.9,Beginner level,4 weeks at 10 hours a week,"Vocabulary, Oral Comprehension, Language Learning, Grammar, Oral Expression, Language Competency, Culture","2,668"
https://www.coursera.org/learn/writing-for-children,Writing for Young Readers: Opening the Treasure Chest,Commonwealth Education Trust,"116,482",4.7,,2 weeks to complete,"Cultural Sensitivity, Storytelling, Literacy, Content Creation, Creative Thinking, Constructive Feedback, Writing, Digital Publishing, Editing","1,308"
https://www.coursera.org/learn/advanced-writing,Advanced Writing,"University of California, Irvine","254,373",4.7,,2 weeks to complete,"Peer Review, Grammar, Writing, Editing, Proofreading","1,960"
https://www.coursera.org/learn/adjective-clauses,Adjectives and Adjective Clauses,"University of California, Irvine","65,204",4.8,,3 weeks to complete,"Oral Comprehension, Vocabulary, English Language, Grammar","1,247"
https://www.coursera.org/learn/low-intermediate-english-calls-messaging,Low Intermediate English: Calls & Messaging,Voxy,"7,589",4.7,,2 weeks to complete,"Media and Communications, Vocabulary, Grammar, Oral Comprehension, Language Learning, Rapport Building, Interpersonal Communications, English Language",268
https://www.coursera.org/learn/espanol-principiante,Español Principiante A1,Università di Napoli Federico II,"2,223",,Beginner level,2 weeks to complete,"Vocabulary, Oral Comprehension, Language Competency, Culture, Spanish Language, Grammar, Language Learning",
https://www.coursera.org/specializations/tesol,"TESOL Certificate, Part 1: Teach English Now! Specialization",Arizona State University,"103,515",4.9,Beginner level,3 months to complete,"Critical Thinking, Design Elements And Principles, Design Strategies, Digital pedagogy, English Language, Grammar, Language Learning, Oral Expression, Public Speaking, Train The Trainer, Verbal Communication Skills, Vocabulary","20,098"
https://www.coursera.org/learn/intermediate-english-social-interactions,Intermediate English: Social Interactions,Voxy,,,Intermediate level,3 weeks to complete,"Professional Development, Grammar, Language Learning, Interpersonal Communications, Vocabulary, Relationship Building, Communication, Active Listening, Education Software and Technology, English Language, Social Skills, Communication Strategies, Verbal Communication Skills",
https://www.coursera.org/specializations/learn-english-beginning-grammar,Learn English: Beginning Grammar Specialization,"University of California, Irvine","127,770",4.9,Beginner level,4 weeks to complete,"English Language, Grammar, Language Competency, Language Learning, Vocabulary","5,140"
https://www.coursera.org/learn/beginner-english-personal-information,Beginner English: Personal Information,Voxy,"9,336",4.3,Beginner level,2 weeks at 10 hours a week,"Oral Comprehension, Vocabulary, English Language, Language Learning, Grammar",57
https://www.coursera.org/learn/speaking-listening-capstone,Advanced Speaking and Listening Project,"University of California, Irvine","10,552",4.7,Intermediate level,2 weeks to complete,"Verbal Communication Skills, Creativity, Organizational Skills, Active Listening, Communication, Public Speaking, Planning, English Language, Detail Oriented",47
https://www.coursera.org/specializations/medicalspanish,Medical Spanish  for Healthcare Professionals Specialization,Universidades Anáhuac,,,Beginner level,6 months to complete,"Active Listening, Activities of Daily Living (ADLs), Bilingual (Spanish/English), Clinical Practices, Language Competency, Language Learning, Medical History Documentation, Oral and Dental Care, Patient Assistance, Patient-centered Care, Patient Communication, Patient Evaluation, Patient Observation, Spanish Language",
https://www.coursera.org/learn/simple-past-tense,Simple Past Tense,"University of California, Irvine","47,108",4.9,Beginner level,,"English Language, Grammar, Vocabulary, Language Competency","1,066"
https://www.coursera.org/specializations/chino-basico,Chino básico: Lenguaje y cultura empresarial Specialization,Arizona State University,"3,841",4.5,Beginner level,2 months to complete,"Bilingual (Spanish/English), Business Communication, Communication, Cultural Sensitivity, Greeting Customers, Hospitality, Hotels and Accommodations, Language Learning, Oral Comprehension, Oral Expression, Peer Review, Presentations, Professional Networking, Scheduling, Telephone Skills, Timelines, Travel Arrangements, Verbal Communication Skills, Video Production, Vocabulary",515
https://www.coursera.org/learn/finance-economics-english,Business English: Finance and Economics,Arizona State University,"42,616",4.7,Intermediate level,3 weeks at 10 hours a week,"Negotiation, Communication Strategies, Finance, Financial Acumen, Leadership, Verbal Communication Skills, Business Ethics, Budgeting, Influencing, Business Correspondence, Financial Forecasting, Purchasing, Communication, English Language, Presentations, Business Communication, Audit Working Papers",617
https://www.coursera.org/learn/english-writing-grammar-adverb-clauses,Enhance your Writing with Adverb Clauses,"University of California, Irvine","12,763",4.9,Intermediate level,1 week to complete,Grammar,61
https://www.coursera.org/learn/chino-viajes-de-negocios,Chino básico: Los viajes de negocios,Arizona State University,"5,657",4.6,,3 weeks to complete,"Hospitality, Hotels and Accommodations, Language Learning, Verbal Communication Skills, Travel Arrangements, Cultural Sensitivity, Business Communication, Vocabulary, Oral Comprehension, Oral Expression, Food and Beverage",49
https://www.coursera.org/learn/learn-chinese-mandarin,Learning Chinese : Start From Scratch (零到一學中文),National Taiwan University,"82,583",4.5,Beginner level,,"Language Learning, Language Competency, Grammar, Vocabulary, Oral Comprehension",553
https://www.coursera.org/learn/korean-advanced1,A Bridge to the World: Korean Language for Advanced Ⅰ,Sungkyunkwan University,"18,696",4.9,Advanced level,1 week at 10 hours a week,"Language Learning, Language Competency, Oral Comprehension, Cultural Diversity, Culture, Vocabulary, Writing, Discussion Facilitation",131
https://www.coursera.org/learn/oralpha-literacy-for-new-citizens-for-trainers,"Oralpha: Literacy for new citizens, a course for trainers",Universitat Autònoma de Barcelona,,4.2,Beginner level,,"Multilingualism, Pedagogy, Instructional Strategies, Social Sciences, Intercultural Competence, Literacy, Language Learning, Diversity Training, Student-Centred Learning, Teaching, Oral Comprehension",10
https://www.coursera.org/learn/topics-of-medical-spanish-ii-connecting-with-your-patients,Topics of Medical Spanish II: Connecting with your Patients,Universidades Anáhuac,,,Beginner level,5 weeks to complete,"Oral Comprehension, Vocabulary, Medical Office Procedures, Activities of Daily Living (ADLs), Anatomy, Patient Communication, Patient Registration, Medical Terminology, Spanish Language, Grammar",
